city,community,classification,handle,audience,audience_source,last_active,last_active_date,confidence,evidence_url,reason,collabs
Barcelona,B3TTER Run Club Barcelona,local-community,@b3tterrunclub,"~19,000 IG followers",IG (WebSearch snippet),IG,2026-08-12,Med,https://www.instagram.com/b3tterrunclub/,Barcelona-local run community with its own Tuesday 7am runs at La Cala Barceloneta (5/7/10km); brand-powered but a genuine standalone local club (not a global brand's city chapter),Powered by @b3tterfoods x @nikerunning ('#B3tter Run Club by @nikerunning')
Barcelona,Barcelona Road Cycling Group (BRCG),local-community,Meetup the-barcelona-road-cycling-group,"5,359 Meetup members (2nd src: 4,554 Strava)",Meetup; Strava 2nd source,Meetup,2026-08-19,High,https://www.meetup.com/the-barcelona-road-cycling-group/,"Self-organizing Barcelona road-cycling community since 2009 (Michel Goossens; ~30 approved organizers, Jim Super Organizer); 97 upcoming rides, Wed/Thu/Tue rides, last event Aug 18; explicitly non-commercial local network",n/f (explicitly non-commercial; bravas & beers socials post-ride)
Barcelona,Tibidabo Cycling Club,local-community,@tibidabocyclingclub,"4,605 Strava members",Strava,web,2026-08-19,High,https://www.strava.com/clubs/tibidabocyclingclub,"Barcelona cycling community ('un social ride al mes y otros eventos'), IG @tibidabocyclingclub linked; live Strava club with upcoming club event + weekly leaderboard; run by Rapha (host)",n/f (social ride monthly; IG-driven)
Barcelona,Under The Elements Yoga (Beach Yoga Community),local-community,Meetup under_the_elements_yoga,"2,997 Meetup members",Meetup,Meetup,2026-08-28,High,https://www.meetup.com/under_the_elements_yoga/,"Barcelona beach yoga + breathwork community (Paula O'Neill Super Organizer, 5.0/541), weekly classes at Bogatell/Marbella beach; 574 past events, upcoming Aug 28 (Full Moon Reset) + Aug 29, last Aug 17",IG @under_the_elements_yoga; retreats/cacao ceremonies; beach + park venues
Barcelona,Nomad House Barcelona,local-community,Meetup bene-fit-international-community / @nomadhouse_bcn,"4,027 Meetup members",Meetup,Meetup,2026-08-22,High,https://www.meetup.com/bene-fit-international-community/,"Barcelona social + creative hub (Milliardo Super Organizer, 4.8) at Carrer del Notariat 1: live music, open decks, comedy, workshops, open mic; 120 upcoming events, next Aug 19-22, last event Aug 18 (71 attendees)","The Sharlathans (music open-mic co-host), BCN Globals (Beach 5K run x Nomad House); IG @nomadhouse_bcn"
Barcelona,The Dinner Society Barcelona,local-community,Luma thedinnersocietybarcelona,"no public member count (Luma calendar, ~13+ recurring events)",Luma,Luma,2026-08-28,High,https://luma.com/thedinnersocietybarcelona,"Barcelona food+social community, dated Luma events: Handmade Fresh Pasta Workshop (today + Aug 26, €40), Slow Dating Aug 22, Afterwork Social Aug 28; high cadence around food/drinks/connection","Dolcevita Les Corts, La Mila, VinumPlay El Born (venue partners)"
Barcelona,Barcelona OneThousandClub,local-community,Luma onethousandclub_barcelona,"no public member count (Luma, 3 upcoming Aug-Sep)",Luma,Luma,2026-08-22,High,https://luma.com/onethousandclub_barcelona,"Barcelona 'social club of curious minds' (locals + foreigners); dated Luma events: Mediterranean Day Escape Aug 22 (Near Capacity), Dinners at Home Sep 11 + Sep 18 (Near Capacity); hosts Mel Miles, Nora Artigas, Steve Howard",Sant Pol de Mar / Sant Martí venues; 'Dinners at Home' host series
Barcelona,Barcelona cosmopolitan Meetup,local-community,Meetup www-cosmoitas-com,"12,872 Meetup members",Meetup,Meetup,2026-08-20,High,https://www.meetup.com/www-cosmoitas-com/,"Barcelona multicultural social + language community (Patricia Pérez Groh Super Organizer, 4.6/3570); 321 upcoming events (language exchanges, Fiestas de Gràcia), next Aug 19/20, last Aug 18","Tehran Bar, CHiN CHiN, Pizzeria Rosmarin, El Cine (host venues)"
Barcelona,"New in Barcelona - Meet People, Social Events & Expats",local-community,Meetup new-in-barcelona,"10,815 Meetup members",Meetup,Meetup,2026-08-21,High,https://www.meetup.com/new-in-barcelona/,"One of Barcelona's largest international/expat communities since 2015 (Ricardo de la Torre Super Organizer); 125 upcoming events (Gràcia fiestas, language exchange, movie nights), next Aug 18-21, last Aug 17","Dissidence Bar, Sala Phenomena (venues); Tandem language-exchange; newinbarcelona.com own platform"
Barcelona,CULTURAL Intercambio de Idiomas - BCN,local-community,Meetup cultural-intercambio,"5,216 Meetup members",Meetup,Meetup,2026-08-30,High,https://www.meetup.com/cultural-intercambio/,"Barcelona language-exchange community (Rebecca Super Organizer, 4.7/485); 163 past events, upcoming Aug 30 Rooftop Language Exchange (51 RSVPs) at Bonavista Rooftop, last Aug 11 beach picnic (84)","Bonavista Rooftop (Hotel Moxy Sants), Vi & Beers (host venues)"
Barcelona,Barcelona Language Exchange (BLE),local-community,Meetup barcelonalanguageexchange,"58,103 Meetup members",Meetup,Meetup,2026-08-22,High,https://www.meetup.com/barcelonalanguageexchange/,"The main Barcelona language-exchange community since 2014 (Aina SQ Super Organizer); 220 upcoming events daily Mon-Sat at fixed venues, next Aug 19-22, last Aug 18 (101 attendees); 58k is a single-Barcelona-group Meetup count (not a global brand)","Trafalgar Pizza Club (BLE pizza+cocktail €20 offer), Space Cowboy, Soda Bus, Estació de França bar (host venues); speakquick.es"
Barcelona,BCN Vida Social (Amig@s Internacionales),local-community,Meetup language-exchange-barcelona-gratis,"7,200 Meetup members",Meetup,Meetup,2026-08-21,High,https://www.meetup.com/language-exchange-barcelona-gratis/,"Barcelona social + language community 'eventos cada noche' (Claudio +10 organizers); 226 upcoming events (board games, Català conversa, Tandem), next Aug 19-21, last Aug 18; 500+ WhatsApp groups by activity","Pachamama Wines & Bar (sommelier Català tasting €7), Space Cowboy, Oveja Negra (host venues)"
Barcelona,Barcelona Entrepreneurs and Startups,local-community,Meetup barcelona-entrepreneurs-and-startups,"8,312 Meetup members",Meetup,Meetup,2026-08-21,High,https://www.meetup.com/barcelona-entrepreneurs-and-startups/,"Barcelona founder/startup community (Nicolas Gramnea Super Organizer, 17k+ across WhatsApp); weekly Tue/Fri networking at ICON BCN, 40 upcoming, next Aug 21-Sep 1, last Aug 18 (45 attendees) + CONNECT DAY Sep 16; runs a paid sponsor program","SPONSORS How2Spain, VALLE MIL4 wine, La Fabrica &Co; BE PRO provider directory (strong paid-collab signal)"
Barcelona,KLEFF (Board Games / Juegos de Mesa Barcelona),local-community,Meetup kleff-bcn,"13,736 Meetup members",Meetup,Meetup,2026-08-19,High,https://www.meetup.com/kleff-bcn/,"Barcelona's biggest board-game community (Pau Super Organizer, 4.8/2881), weekly Wed game nights at L'Estació Espai Gastronòmic + tournaments + Slow Friending; 10 upcoming, next Aug 19 (60 attendees) + Aug 26, last Aug 13 (50)","L'Estació Espai Gastronòmic (host venue, €4 min consumo); Azul official tournament w/ prizes; linktr.ee/kleff.bcn"
Barcelona,BCN Board Games - Juegos de mesa,local-community,Meetup barcelona-board-games,"8,385 Meetup members",Meetup,Meetup,2026-08-19,High,https://www.meetup.com/barcelona-board-games/,"Barcelona board-game community organized by KLEFF (Pau Super Organizer); weekly Wed game nights at L'Estació Espai Gastronòmic, 2 upcoming (Aug 19/26), 375 past events, last Aug 13; distinct sister group to KLEFF main",L'Estació Espai Gastronòmic (host venue); board-game giveaways/sorteos
Barcelona,Barcelona OneThousandClub / Nomad House note - distinct 21st: Barcelona cosmopolitan covered; adding InterNations excluded. See Nomad House music.,local-community,Meetup barcelona-casual-runners (see Barcelona Casual Runners - duplicate guard),n/a,n/a,n/a,2026-08-19,Low,https://www.meetup.com/,PLACEHOLDER-REMOVE,n/a
